codequipo,solicitante,ubicacion,municipio,provincia,lat,lon,tipoInstalacion
2789,Concello de TOMIÑO,CAMPO DE FÚTBOL O REGATIÑO,TOMIÑO,PONTEVEDRA,41.9486,-8.7711,Administraciones o instituciones públicas
2796,Universidad de Vigo,ESCUELA INGENIERÍA INDUSTRIAL TORRECEDEIRA VIGO,VIGO,PONTEVEDRA,42.2272,-8.7344,En centros docentes
2811,CPI PROGRESO,CPI Progreso (xunto conserxería),CATOIRA,PONTEVEDRA,42.6702,-8.7252,En centros docentes
2814,CONCELLO PAZOS DE BORBEN,CENTRO DE SALUD PAZOS DE BORBÉN (PASILLO DE ENTRADA AL CENTRO),PAZOS DE BORBEN,PONTEVEDRA,42.293,-8.5319,Administraciones o instituciones públicas
2835,RESIDENCIA BALLESOL,RESIDENCIA BALLESOL VIGO (VESTÍTUBO ACCESO A COMEDOR),VIGO,PONTEVEDRA,42.2336,-8.7177,En empresa privada
2898,MetalShips&Docks,Metalships & Docks (Servicio Médico),VIGO,PONTEVEDRA,42.2584,-8.6884,En empresa privada
2911,Asociación La Esperanza del Valle Miñor,Centro de Educación Especial Juan María (despacho administración),NIGRAN,PONTEVEDRA,42.1242,-8.7877,Otros
2918,Colegio Casa de la Virgen,Colegio Casa de la Virgen (entrada),CANGAS,PONTEVEDRA,42.2611,-8.7659,En centros docentes
2924,Concello de Vilagarcía de Arousa,Recinto ferial Fexdega (acceso entrada principal),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5902,-8.7638,Otros
2925,Concello de Vilagarcía de Arousa,Auditorio Municipal (junto a las escaleras),VILAGARCIA DE AROUSA,PONTEVEDRA,42.598,-8.7666,Administraciones o instituciones públicas
2927,Concello de Vilagarcía de Arousa,Pabellón Polideportivo Fontecarmoa (junto al mesado del campo de juego),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5844,-8.7724,En instalaciones deportivas
2928,Concello de Vilagarcía de Arousa,Campo de Fútbol Manuel Jiménez Abalo (Vestuarios),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5836,-8.7724,En instalaciones deportivas
2929,Felipe Gómez Morgade,DOMICILIO PARTICULAR (se puede trasladar si es necesario),VIGO,PONTEVEDRA,42.2105,-8.7544,Otros
2937,Residencia As Dores-Asociación para la Protección de los Ancianos de Lalín y su Comarca (APALC),Residencia As Dores (APALC) ubicado en despacho médico,LALIN,PONTEVEDRA,42.6627,-8.11,Otros
2995,Deputación de Pontevedra,Deputación Provincial de Pontevedra -Pazo Provincial (Control de Vixilancia),PONTEVEDRA,PONTEVEDRA,42.4302,-8.648,Administraciones o instituciones públicas
2996,Cooperativa Enseñanza Santiago Apostol,Colegio Santiago Apostol (frente conserjería),SOUTOMAIOR,PONTEVEDRA,42.3371,-8.5861,En centros docentes
3003,Concello de Tui,Campo Municipal de Fútbol A Gándara,TUI,PONTEVEDRA,42.0793,-8.6273,En instalaciones deportivas
3015,Sociedad Cooperativa La Medoña,Sociedad Cooperativa La Medoña (junto a secretaría),NIGRAN,PONTEVEDRA,42.1663,-8.7966,Otros
3021,Liceo Marítimo de Bouzas,Liceo Marítimo de Bouzas,VIGO,PONTEVEDRA,42.2269,-8.7518,Otros
3035,Colegio Padre Míguez (Calasancias),Colexio Padre Míguez-Calasancias (vestíbulo),VIGO,PONTEVEDRA,42.2249,-8.7025,En centros docentes
3082,Asociación Galega de Aridos,MIBASA (Monte Fabeira),SILLEDA,PONTEVEDRA,42.77,-8.2908,En empresa privada
3094,Asociación Galega de Aridos,Aridos del Umia (Umia),MEIS,PONTEVEDRA,42.546,-8.6997,En empresa privada
3096,SNOP ESTAMPACIÓN S.A.,SNOP ESTAMPACIÓN,NIGRAN,PONTEVEDRA,42.137,-8.7912,En empresa privada
3097,MAXELGA SL,Maxelga Delikia (entrada principal),GONDOMAR,PONTEVEDRA,42.1612,-8.7251,En empresa privada
3128,CAPD de Redondela,CAPD de Redondela,REDONDELA,PONTEVEDRA,42.2554,-8.6652,Otros
3142,Centro Integrado Formación Profesional A Granxa,CIFP A Granxa (puerta entrada residencia femenina),PONTEAREAS,PONTEVEDRA,42.1808,-8.5201,En centros docentes
3143,Congregación Hermanas Franciscanas Hospitalarias,Residencia Paz y Bien,TUI,PONTEVEDRA,42.0486,-8.6493,Otros
3169,Federación Down Galicia,Federación Down Vigo,VIGO,PONTEVEDRA,42.2275,-8.7001,Otros
3175,Concello de TOMIÑO,Campo de fútbol do Alivio (acceso vestiarios),TOMIÑO,PONTEVEDRA,41.9857,-8.7435,En instalaciones deportivas
3202,Federación Down Galicia,Federación Down Galicia - Vigo,VIGO,PONTEVEDRA,42.2287,-8.6978,Otros
3209,Federación Galega de Ciclismo,Sede Federación Galega de Ciclismo (Casa do Deporte),VIGO,PONTEVEDRA,42.2173,-8.7431,Otros
3225,Autoridade Portuaria de Vigo,Centro Social de la Autoridad Portuaria de Vigo (1ª planta - pasillo enfermería),VIGO,PONTEVEDRA,42.24,-8.7158,Administraciones o instituciones públicas
3226,Autoridade Portuaria de Vigo,Sede Autoridad Portuaria de Vigo (entrada principal),VIGO,PONTEVEDRA,42.2404,-8.7202,Administraciones o instituciones públicas
3227,Autoridade Portuaria de Vigo,Caseta Policía Portuaria (entrada al puerto Vigo-Guixar),VIGO,PONTEVEDRA,42.2449,-8.7076,Administraciones o instituciones públicas
3228,Autoridade Portuaria de Vigo,Caseta Policía Portuaria (entrada Bouzas),VIGO,PONTEVEDRA,42.2306,-8.7535,Administraciones o instituciones públicas
3229,Autoridade Portuaria de Vigo,Lonxa de altura (sala de subastas central),VIGO,PONTEVEDRA,42.2335,-8.7348,Administraciones o instituciones públicas
3230,Autoridade Portuaria de Vigo,Lonxa de grandes peixes e baixura (sala de subastas central),VIGO,PONTEVEDRA,42.2353,-8.7333,Administraciones o instituciones públicas
3235,Concello de Vilagarcía de Arousa,Pabellón de Faxilde,VILAGARCIA DE AROUSA,PONTEVEDRA,42.5827,-8.7852,En instalaciones deportivas
3236,Concello de Vilagarcía de Arousa,Campo de Fútbol de Bamio,VILAGARCIA DE AROUSA,PONTEVEDRA,42.6386,-8.7513,En instalaciones deportivas
3237,Concello de Vilagarcía de Arousa,Pabellón de Guillán,VILAGARCIA DE AROUSA,PONTEVEDRA,42.6111,-8.7588,En instalaciones deportivas
3238,Concello de Vilagarcía de Arousa,Campo de Fútbol da Pelada,VILAGARCIA DE AROUSA,PONTEVEDRA,42.5764,-8.782,En instalaciones deportivas
3239,Concello de Vilagarcía de Arousa,Pabellón de Carril,VILAGARCIA DE AROUSA,PONTEVEDRA,42.6155,-8.77,En instalaciones deportivas
3240,Concello de Vilagarcía de Arousa,Pabellón da Torre,VILAGARCIA DE AROUSA,PONTEVEDRA,42.6044,-8.7533,En instalaciones deportivas
3241,Concello de Vilagarcía de Arousa,Estado Municipal de A Lomba,VILAGARCIA DE AROUSA,PONTEVEDRA,42.588,-8.7661,En instalaciones deportivas
3250,Uxío Figueroa Costas,Domicilio particular,VIGO,PONTEVEDRA,42.2059,-8.7686,Otros
3254,CUALTIS S. L. U.,Campus Universitario de Vigo - Servicio de Prevención Riesgos Laborales (en la enfermería),VIGO,PONTEVEDRA,42.1698,-8.6859,Administraciones o instituciones públicas
3264,Comunidad de Propietarios,Comunidad de Propietarios - rellano 2ª planta (entre las puertas C y D),MOS,PONTEVEDRA,42.2091,-8.6544,Otros
3265,Comunidad de Propietarios Pontiñas,Comunidad de Propietarios Pontiñas (en el portal),LALIN,PONTEVEDRA,42.6653,-8.109,Otros
3275,Concello de Pontecaldelas,Praia Fluvial A Calzada,PONTE-CALDELAS,PONTEVEDRA,42.3911,-8.4911,En playa
3289,Concello de Moaña,Policía Local (Casa do Concello),MOAÑA,PONTEVEDRA,42.2871,-8.7333,Administraciones o instituciones públicas
3290,Concello de Moaña,Pavillón deportivo de Reibón (parede sur da pista deportiva),MOAÑA,PONTEVEDRA,42.2886,-8.7292,En instalaciones deportivas
3295,Concello de Moaña,Pavillón deportivo do Rosal (parede oeste da pista deportiva),MOAÑA,PONTEVEDRA,42.2906,-8.7364,En instalaciones deportivas
3296,Concello de Moaña,Campo de fútbol Municipal Iago Aspas Juncal (corredor vestiarios),MOAÑA,PONTEVEDRA,42.2811,-8.7505,En instalaciones deportivas
3299,Astilleros Armon-Vigo SA,Astilleros Armon Vigo (oficina de Prevención y Seguridad),VIGO,PONTEVEDRA,42.225,-8.7411,En empresa privada
3322,Federación Galega de Baloncesto,Federación Galega de Baloncesto - Delegación Vigo,VIGO,PONTEVEDRA,42.2279,-8.7285,Otros
3327,Clínica Podología Vales Gudín,Clínica Podología Vales Gudín,PONTEVEDRA,PONTEVEDRA,42.4251,-8.6369,Otros
3347,ALCAMPO,Alcampo (pasillo entrada hipermercado),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5949,-8.7557,En empresa privada
3350,REAL CLUB CELTA S.A. D.,R.C. Celta de Vigo - Instalaciones A Madroa (edif. principal),VIGO,PONTEVEDRA,42.2468,-8.6733,En instalaciones deportivas
3351,REAL CLUB CELTA S.A. D.,R.C. Celta de Vigo - Instalaciones A Madroa (edif. principal),VIGO,PONTEVEDRA,42.2468,-8.6733,En instalaciones deportivas
3352,REAL CLUB CELTA S.A. D.,R.C. Celta de Vigo - Instalaciones Afouteza (edif. principal),MOS,PONTEVEDRA,42.1811,-8.6639,En instalaciones deportivas
3353,REAL CLUB CELTA S.A. D.,R.C. Celta de Vigo - Instalaciones Afouteza (edif. principal),MOS,PONTEVEDRA,42.1811,-8.6639,En instalaciones deportivas
3354,REAL CLUB CELTA S.A. D.,R.C. Celta de Vigo - Estadio Municipal de Barreiro (edificio principal-enfermería),VIGO,PONTEVEDRA,42.2285,-8.6808,En instalaciones deportivas
3356,Club de Taekwondo Hebe,Club de Taekwondo Hebe (puerta principal),MOAÑA,PONTEVEDRA,42.2746,-8.739,En empresa privada
3379,Club de Halterofilia Centaurus,Club de Halterofilia Centaurus (acceso vestiarios),MOS,PONTEVEDRA,42.211,-8.6553,En instalaciones deportivas
3398,Consorcio Zona Franca de Vigo,Centro de Iniciativas Empresariales y de Negocios (acceso a la cafetería),NIGRAN,PONTEVEDRA,42.1335,-8.7946,En empresa privada
3401,Centro Universitario de Defensa Escuela Naval Militar,CUD Escuela Naval Militar (1ª planta edificio administrativo),MARIN,PONTEVEDRA,42.3946,-8.7043,En centros docentes
3426,Centro Ocupacional O Saiar,Centro Ocupacional O Saiar (recepción),CALDAS DE REIS,PONTEVEDRA,42.5928,-8.7048,Otros
3429,Universidad de Vigo,Escola de Enxeñaría de Telecomunicacións (corredor central),VIGO,PONTEVEDRA,42.1701,-8.6881,En centros docentes
3434,Universidad de Vigo,Facultade de Fisioterapia (frente a conserxería),PONTEVEDRA,PONTEVEDRA,42.4411,-8.6365,En centros docentes
3442,Universidad de Vigo,Edificio Ciencias Experimentais (frente a conserxería),VIGO,PONTEVEDRA,42.1672,-8.6855,En centros docentes
3454,Dirección Xeral de Emerxencias e Interior,Sede Policía Autonómia Pontevedra (planta baixa-control de seguridade),PONTEVEDRA,PONTEVEDRA,42.4247,-8.6448,Administraciones o instituciones públicas
3455,Dirección Xeral de Emerxencias e Interior,Sede Policía Autonómia Vigo (planta baixa-control de seguridade),VIGO,PONTEVEDRA,42.2271,-8.6999,Administraciones o instituciones públicas
3465,Club Marítimo de Canido,Club Marítimo de Canido (en conserjería),VIGO,PONTEVEDRA,42.1938,-8.8009,Otros
3476,Centro Deportivo BeOne Campolongo S. L.,Praia de Pontesampaio,PONTEVEDRA,PONTEVEDRA,42.3458,-8.6044,En playa
3477,Asociación de Industrias del Metal y Tecnologías Asociadas (ASIME),ASIME (primera planta- Aula 6),VIGO,PONTEVEDRA,42.2523,-8.6972,En empresa privada
3480,Asociación Propietarios Canido-San Miguel de O,Asociación de Propietarios Canido (entrada local),VIGO,PONTEVEDRA,42.1895,-8.8031,Otros
3512,Concello de Valga,Escola Infantil Municipal de Valga (patio interior),VALGA,PONTEVEDRA,42.7037,-8.6521,En centros docentes
3516,IES Marco do Camballón,IES Marco do Camballón,VILA DE CRUCES,PONTEVEDRA,42.7927,-8.1601,En centros docentes
3527,Concello de Pontevedra,Ximnasio ONCE,PONTEVEDRA,PONTEVEDRA,42.4216,-8.643,En instalaciones deportivas
3528,Concello de Pontevedra,Campo de Fútbol de Cerponzóns,PONTEVEDRA,PONTEVEDRA,42.4808,-8.6405,En instalaciones deportivas
3529,Concello de Pontevedra,Campo de Fútbol de Ponte Sampaio,PONTEVEDRA,PONTEVEDRA,42.3462,-8.6027,En instalaciones deportivas
3530,Concello de Pontevedra,Campo de Fútbol de Gatomorto,PONTEVEDRA,PONTEVEDRA,42.4648,-8.6148,En instalaciones deportivas
3531,Concello de Pontevedra,Campo de Fútbol de Campañó,PONTEVEDRA,PONTEVEDRA,42.4576,-8.6589,En instalaciones deportivas
3544,Fundación Laboral Construcción,Fundación Laboral Construcción (vestíbulo),VIGO,PONTEVEDRA,42.2142,-8.7024,En empresa privada
3546,Algeco Contrucciones Modulares,Algeco Construcciones Modulares,PONTEAREAS,PONTEVEDRA,42.1799,-8.55,En empresa privada
3552,Asociación Española contra el Cáncer,Asociación Española contra el Cáncer (recepción),PONTEVEDRA,PONTEVEDRA,42.4251,-8.6368,Otros
3555,Club Taekwondo Patiño,IES Plurilingüe A Paralaia-Club Taekwondo Patiño (gimnasio),MOAÑA,PONTEVEDRA,42.2943,-8.7351,En centros docentes
3585,Asociación Vodea,Asociación Vodea - sala de primeros auxilios (dispositivo móvil),VIGO,PONTEVEDRA,42.2229,-8.637,Otros
3586,Asociación Vodea,Asociación Vodea - sala de primeros auxilios (dispositivo móvil),VIGO,PONTEVEDRA,42.2229,-8.637,Otros
3600,CIFP Carlos Oroza,CIFP Carlos Oroza (Pasillo Conserjería),PONTEVEDRA,PONTEVEDRA,42.4272,-8.6171,En centros docentes
3603,Club de Fútbol San Miguel,Campo de Fútbol San Miguel (al lado de la cantina),VIGO,PONTEVEDRA,42.1842,-8.8106,En instalaciones deportivas
3619,IES Plurilingüe de Valga,IES de Valga (junto a Conserxería),VALGA,PONTEVEDRA,42.7066,-8.656,En centros docentes
3622,Faramacia Rodríguez Gil,Farmacia Rodríguez Gil,SALCEDA DE CASELAS,PONTEVEDRA,42.1026,-8.5593,En empresa privada
3655,Federación Galega de Judo e Disciplinas Asociadas,Centro Galego de Tecnificación Deportiva-sección Judo (sala Judo),PONTEVEDRA,PONTEVEDRA,42.432,-8.6381,En instalaciones deportivas
3691,Cáritas Diocesana Santiago,Cáritas Diocesanas De Santiago (Pontevedra) - Al lado del Comedor- 1ª Planta,PONTEVEDRA,PONTEVEDRA,42.4278,-8.6377,Otros
3717,Fundación Semana Verde de Galicia,Fundación Semana Verde de Galicia - Sala de espera oficinas - 1ª planta entre Pabellones 1 y 2,SILLEDA,PONTEVEDRA,42.7065,-8.2397,Otros
3719,Centro Nacional de Formación Marítima de Bamio,Centro Nacional de Formación Marítima de Bamio (planta baja - vestíbulo),VILAGARCIA DE AROUSA,PONTEVEDRA,42.6245,-8.766,En centros docentes
3720,Centro Nacional de Formación Marítima de Bamio,Centro Nacional de Formación Marítima de Bamio (planta baja - zona docente),VILAGARCIA DE AROUSA,PONTEVEDRA,42.6245,-8.766,En centros docentes
3721,Centro Nacional de Formación Marítima de Bamio,Centro Nacional de Formación Marítima de Bamio (móvil - Buque auxiliar Muelle Tragobe),VILAGARCIA DE AROUSA,PONTEVEDRA,42.6243,-8.766,En centros docentes
3749,María del Pilar Loperena Saá (Farmacia Ortopedia Sabarís),Farmacia Ortopedia Sabarís - entrada principal a la izda.,BAIONA,PONTEVEDRA,42.1114,-8.8189,En empresa privada
3757,MQA Navia SLU,Centro Deportivo Máis Que Auga Navia,VIGO,PONTEVEDRA,42.2139,-8.7572,En instalaciones deportivas
3783,IES de Poio,IES de Poio (vestíbulo entrada principal frente a conserjería),POIO,PONTEVEDRA,42.4438,-8.6898,En centros docentes
3785,Clinica dental ALSANA,Clinica dental ALSANA,PONTEAREAS,PONTEVEDRA,42.1712,-8.5082,En empresa privada
3793,Aduanas Logística Transportes E Intermediación En Unidades De Servicio Sa,Edificio Marina Dávila Sport- pared derecha entrada a oficina en pta. baja,VIGO,PONTEVEDRA,42.2312,-8.7435,En empresa privada
3800,COGAMI (Confederación gallega de persoas con discapacidade),Cogami - distribuidor pasillo principal pta. 0 frente a ascensor,MOS,PONTEVEDRA,42.2041,-8.6635,Otros
3802,COGAMI (Confederación gallega de persoas con discapacidade),Centro de recursos Medelo (COGAMI) - Sala de rehabilitación,SILLEDA,PONTEVEDRA,42.7397,-8.2627,Otros
3803,COGAMI (Confederación gallega de persoas con discapacidade),Centro de recursos Monteporreiro (COGAMI) - Entrada principal,PONTEVEDRA,PONTEVEDRA,42.4469,-8.6216,Otros
3808,Club Deportivo Mat's,Ximnasio Mat's (entrada principal),MARIN,PONTEVEDRA,42.3908,-8.6979,En instalaciones deportivas
3817,CLUB CIOS VIGO FÚTBOL SALA,Pabellón Polideportivo del I.E.S.  CASTELAO,VIGO,PONTEVEDRA,42.2326,-8.7013,En centros docentes
3834,IES de Chapela,IES de Chapela (planta baja-delante Secretaría),REDONDELA,PONTEVEDRA,42.2658,-8.6675,En centros docentes
